"","ID","Year","Month","Day","Division_rec","DIVISION","LUG","Length","Wtotal","Gutted_w","P_gonada","P_Higado","Sex","Maturity"
"1",1,1980,5,7,"9a","lXa","L",56,1220,1100,35.2,NA,2,1
"2",2,1980,5,7,"9a","lXa","L",51,950,860,13.8,NA,2,1
"3",3,1980,5,7,"9a","lXa","L",53,940,865,5.9,NA,2,0
"4",4,1980,5,7,"9a","lXa","L",51,930,860,3.8,NA,2,0
"5",5,1980,5,7,"9a","lXa","L",49,850,760,3.1,NA,2,0
"6",6,1980,5,7,"9a","lXa","L",55,1130,1070,5.1,NA,2,0
"7",7,1980,5,7,"9a","lXa","L",46,700,640,2.9,NA,2,0
"8",8,1980,5,7,"9a","lXa","L",46,740,640,1.9,NA,2,0
"9",9,1980,5,7,"9a","lXa","L",45,690,650,1.7,NA,2,0
"10",10,1980,5,7,"9a","lXa","L",42,600,500,2.6,NA,1,0
"11",11,1980,5,7,"9a","lXa","L",48,840,780,2.8,NA,2,0
"12",12,1980,5,7,"9a","lXa","L",44,590,540,0.5,NA,1,0
"13",13,1980,5,7,"9a","lXa","L",57,1290,1220,8.3,NA,2,1
"14",14,1980,5,7,"9a","lXa","L",38,420,390,1.1,NA,2,0
"15",15,1980,5,7,"9a","lXa","L",39,390,340,3.2,NA,2,1
"16",16,1980,5,7,"9a","lXa","L",39,370,330,3.3,NA,2,0
"17",17,1980,5,7,"9a","lXa","L",40,520,430,NA,NA,1,0
"18",18,1980,5,7,"9a","lXa","L",49,970,840,3.3,NA,2,0
"19",19,1980,5,7,"9a","lXa","L",47,740,690,NA,NA,1,1
"20",20,1980,5,7,"9a","lXa","L",53,1140,1060,6.4,NA,2,0
"21",21,1980,5,7,"9a","lXa","L",59,1310,1210,13,NA,2,1
"22",22,1980,5,7,"9a","lXa","L",58,1370,1230,53.9,NA,2,1
"23",23,1980,5,7,"9a","lXa","L",49,880,810,3.7,NA,2,0
"24",24,1980,5,7,"9a","lXa","L",53,1080,970,4,NA,2,0
"25",25,1980,5,7,"9a","lXa","L",48,810,750,3.7,NA,2,0
"26",26,1980,5,7,"9a","lXa","L",47,750,680,3.7,NA,2,0
"27",27,1980,5,7,"9a","lXa","L",49,850,800,4.4,NA,2,0
"28",28,1980,5,7,"9a","lXa","L",45,700,650,2.6,NA,2,0
"29",29,1980,5,7,"9a","lXa","L",51,NA,930,3.8,NA,2,0
"30",30,1980,5,7,"9a","lXa","L",51,1030,910,4.4,NA,2,0
"31",31,1980,5,7,"9a","lXa","L",50,890,820,NA,NA,1,1
"32",32,1980,5,7,"9a","lXa","L",56,1290,1190,36.5,NA,2,1
"33",33,1980,5,7,"9a","lXa","L",57,1240,1160,4.1,NA,2,0
"34",34,1980,5,7,"9a","lXa","L",62,1770,1490,77.1,NA,2,1
"35",35,1980,5,7,"9a","lXa","L",60,1440,1240,74.9,NA,2,1
"36",36,1980,5,7,"9a","lXa","L",40,490,450,1,NA,2,0
"37",37,1980,5,7,"9a","lXa","L",35,330,290,NA,NA,2,0
"38",38,1980,5,7,"9a","lXa","L",43,490,460,1.7,NA,2,0
"39",39,1980,5,7,"9a","lXa","L",37,400,360,NA,NA,1,0
"40",40,1980,5,7,"9a","lXa","L",44,710,600,NA,NA,1,1
"41",41,1980,5,7,"9a","lXa","L",39,440,400,42,NA,2,0
"42",42,1980,5,7,"9a","lXa","L",40,450,420,1,NA,2,0
"43",43,1980,5,7,"9a","lXa","L",36,440,350,42,NA,2,0
"44",44,1980,5,7,"9a","lXa","L",40,500,400,0.5,NA,2,0
"45",45,1980,5,7,"9a","lXa","L",37,430,400,NA,NA,1,0
"46",46,1980,5,7,"9a","lXa","L",38,370,350,0.9,NA,2,0
"47",47,1980,5,7,"9a","lXa","L",40,440,410,0.9,NA,2,0
"48",48,1980,5,7,"9a","lXa","L",39,440,400,0.7,NA,2,0
"49",49,1980,5,7,"9a","lXa","L",40,490,430,0.9,NA,2,0
"50",50,1980,5,7,"9a","lXa","L",34,310,290,NA,NA,1,0
"51",51,1980,5,7,"9a","lXa","L",35,320,300,0.3,NA,2,0
"52",52,1980,5,7,"9a","lXa","L",37,450,360,0.5,NA,2,0
"53",53,1980,5,7,"9a","lXa","L",41,490,450,NA,NA,1,0
"54",54,1980,5,7,"9a","lXa","L",38,400,380,NA,NA,1,0
"55",55,1980,5,7,"9a","lXa","L",37,440,380,NA,NA,1,0
"56",56,1980,5,7,"9a","lXa","L",42,530,450,NA,NA,1,0
"57",57,1980,5,7,"9a","lXa","L",37,370,320,NA,NA,2,0
"58",58,1980,5,7,"9a","lXa","L",40,510,410,0.6,NA,2,0
"59",59,1980,5,7,"9a","lXa","L",36,380,340,0.6,NA,2,0
"60",60,1980,5,7,"9a","lXa","L",42,450,430,1,NA,2,0
"61",61,1980,5,7,"9a","lXa","L",37,350,330,NA,NA,1,0
"62",62,1980,5,7,"9a","lXa","L",35,360,290,0.3,NA,2,0
"63",63,1980,5,7,"9a","lXa","L",36,370,340,0.5,NA,2,0
"64",64,1980,5,7,"9a","lXa","L",37,350,340,0.8,NA,2,0
"65",65,1980,5,7,"9a","lXa","L",38,430,390,0.9,NA,2,0
"66",66,1980,5,7,"9a","lXa","L",40,510,440,NA,NA,1,0
"67",67,1980,5,7,"9a","lXa","L",36,360,340,0.1,NA,2,0
"68",68,1980,5,7,"9a","lXa","L",36,370,320,0.2,NA,2,0
"69",69,1980,5,7,"9a","lXa","L",37,370,320,NA,NA,2,0
"70",70,1980,5,7,"9a","lXa","L",35,360,300,NA,NA,1,0
"71",71,1980,5,7,"9a","lXa","L",34,260,240,NA,NA,2,0
"72",72,1980,5,7,"9a","lXa","L",38,440,360,NA,NA,1,0
"73",73,1980,5,19,"9a","lXa","L",39,416.6,384.4,NA,NA,1,0
"74",74,1980,5,19,"9a","lXa","L",53,979.3,940,NA,NA,1,1
"75",75,1980,5,19,"9a","lXa","L",43,523.4,471,NA,NA,1,1
"76",76,1980,5,19,"9a","lXa","L",66,1940.8,1631.3,NA,NA,2,1
"77",77,1980,5,19,"9a","lXa","L",52,971,913,NA,NA,1,1
"78",78,1980,5,19,"9a","lXa","L",49,720.7,677.8,NA,NA,1,1
"79",79,1980,5,19,"9a","lXa","L",31,212.4,197.9,NA,NA,1,0
"80",80,1980,5,19,"9a","lXa","L",66,1782.7,1599.3,NA,NA,2,1
"81",81,1980,5,19,"9a","lXa","L",51,862.8,806,NA,NA,1,1
"82",82,1980,5,19,"9a","lXa","L",47,733.6,682.9,NA,NA,1,1
"83",83,1980,5,19,"9a","lXa","L",40,434.5,417.5,NA,NA,1,0
"84",84,1980,5,19,"9a","lXa","L",37,392.4,330.6,NA,NA,1,0
"85",85,1980,5,19,"9a","lXa","L",43,521.1,479.6,NA,NA,1,1
"86",86,1980,5,19,"9a","lXa","L",42,553.2,508.8,NA,NA,1,1
"87",87,1980,5,19,"9a","lXa","L",43,543.8,499.4,NA,NA,1,1
"88",88,1980,5,19,"9a","lXa","L",36,417.4,365.6,NA,NA,2,0
"89",89,1980,5,19,"9a","lXa","L",34,334.6,289.7,NA,NA,1,0
"90",90,1980,5,19,"9a","lXa","L",46,717.8,667.3,NA,NA,1,1
"91",91,1980,5,19,"9a","lXa","L",39,414.2,381.6,NA,NA,1,0
"92",92,1980,5,19,"9a","lXa","L",36,356.9,309.1,NA,NA,2,0
"93",93,1980,5,19,"9a","lXa","L",48,686.6,642.3,NA,NA,1,1
"94",94,1980,5,19,"9a","lXa","L",35,302,285.2,NA,NA,1,0
"95",95,1980,5,19,"9a","lXa","L",34,363.2,316,NA,NA,1,0
"96",96,1980,5,19,"9a","lXa","L",37,358.4,340,NA,NA,1,0
"97",97,1980,5,19,"9a","lXa","L",37,361,NA,NA,NA,2,0
"98",98,1980,5,19,"9a","lXa","L",39,485.2,451.6,NA,NA,1,1
"99",99,1980,5,19,"9a","lXa","L",41,471,439.6,NA,NA,1,1
"100",100,1980,5,19,"9a","lXa","L",37,412.5,363.3,NA,NA,3,NA
"101",101,1980,5,19,"9a","lXa","L",35,346.6,320.9,NA,NA,1,0
"102",102,1980,5,19,"9a","lXa","L",37,375.4,320.2,NA,NA,1,0
"103",103,1980,5,19,"9a","lXa","L",40,525.1,383.3,NA,NA,2,0
"104",104,1980,5,19,"9a","lXa","L",47,678.5,640,NA,NA,1,1
"105",105,1980,5,19,"9a","lXa","L",36,379.8,333.4,NA,NA,1,0
"106",106,1980,5,19,"9a","lXa","L",34,327.1,281.9,NA,NA,1,0
"107",107,1980,5,19,"9a","lXa","L",45,590.7,550.9,NA,NA,1,1
"108",108,1980,5,19,"9a","lXa","L",36,346.6,323.3,NA,NA,1,1
"109",109,1980,5,19,"9a","lXa","L",44,632.9,591.8,NA,NA,1,1
"110",110,1980,5,19,"9a","lXa","L",46,590.5,556.2,NA,NA,1,1
"111",111,1980,5,19,"9a","lXa","L",34,282.8,266,NA,NA,2,0
"112",112,1980,5,19,"9a","lXa","L",49,823.4,762.7,NA,NA,1,1
"113",113,1980,5,19,"9a","lXa","L",34,292.4,272.3,NA,NA,2,0
"114",114,1980,5,19,"9a","lXa","L",42,464.9,413.7,NA,NA,1,1
"115",115,1980,5,19,"9a","lXa","L",43,513.7,477.7,NA,NA,1,1
"116",116,1980,5,19,"9a","lXa","L",41,460,428.1,NA,NA,1,1
"117",117,1980,5,19,"9a","lXa","L",41,475.9,421.4,NA,NA,1,1
"118",118,1980,5,19,"9a","lXa","L",37,406.5,358.7,NA,NA,2,0
"119",119,1980,5,19,"9a","lXa","L",33,270.1,250.5,NA,NA,2,0
"120",120,1980,5,19,"9a","lXa","L",44,617.2,556.2,NA,NA,1,1
"121",121,1980,5,19,"9a","lXa","L",35,358.1,291.4,NA,NA,2,0
"122",122,1980,5,19,"9a","lXa","L",32,258,223.1,NA,NA,1,0
"123",123,1980,5,19,"9a","lXa","L",47,745,696.6,NA,NA,1,1
"124",124,1980,5,19,"9a","lXa","L",40,503.3,471.1,NA,NA,2,0
"125",125,1980,5,19,"9a","lXa","L",43,568,524,NA,NA,1,1
"126",126,1980,5,19,"9a","lXa","L",31,224.3,209.4,NA,NA,1,0
"127",127,1980,5,19,"9a","lXa","L",35,332,292.7,NA,NA,2,0
"128",128,1980,5,19,"9a","lXa","L",32,241.3,227.9,NA,NA,1,0
"129",129,1980,5,19,"9a","lXa","L",37,376.4,345.4,NA,NA,1,0
"130",130,1980,5,19,"9a","lXa","L",42,549.6,515.7,NA,NA,1,1
"131",131,1980,5,19,"9a","lXa","L",47,746.4,671.7,NA,NA,1,1
"132",132,1980,5,19,"9a","lXa","L",34,326.2,279.5,NA,NA,1,0
"133",133,1980,5,19,"9a","lXa","L",30,234.9,187.7,NA,NA,1,0
"134",134,1980,5,19,"9a","lXa","L",33,268.2,251.8,NA,NA,2,0
"135",135,1980,5,19,"9a","lXa","L",42,476.3,426.9,NA,NA,1,1
"136",136,1980,5,19,"9a","lXa","L",39,472.5,443,NA,NA,1,0
"137",137,1980,5,19,"9a","lXa","L",35,330.8,289,NA,NA,1,0
"138",138,1980,5,19,"9a","lXa","L",34,275.3,258.7,NA,NA,2,0
"139",139,1980,5,19,"9a","lXa","L",31,230.3,208.2,NA,NA,2,0
"140",140,1980,5,19,"9a","lXa","L",46,583.5,553.5,NA,NA,1,1
"141",141,1980,5,19,"9a","lXa","L",39,448.5,412.3,NA,NA,2,0
"142",142,1980,5,19,"9a","lXa","L",38,431.4,401.4,NA,NA,2,0
"143",143,1980,5,19,"9a","lXa","L",47,658.3,620.4,NA,NA,1,1
"144",144,1980,5,19,"9a","lXa","L",44,556.7,528.8,NA,NA,1,1
"145",145,1980,5,19,"9a","lXa","L",45,604.7,572.1,NA,NA,1,1
"146",146,1980,5,19,"9a","lXa","L",37,391.4,361.3,NA,NA,1,1
"147",147,1980,5,19,"9a","lXa","L",48,677.5,629.4,NA,NA,2,1
"148",148,1980,5,19,"9a","lXa","L",41,510.8,472.4,NA,NA,2,0
"149",149,1980,5,19,"9a","lXa","L",43,509.4,475.5,NA,NA,1,1
"150",150,1980,5,19,"9a","lXa","L",39,417.5,390.2,NA,NA,1,1
"151",151,1980,5,19,"9a","lXa","L",35,297.5,282.5,NA,NA,1,0
"152",152,1980,5,19,"9a","lXa","L",40,435.1,405.9,NA,NA,1,1
"153",153,1980,5,19,"9a","lXa","L",38,369.2,348.8,NA,NA,2,0
"154",154,1980,5,19,"9a","lXa","L",35,342.2,312.6,NA,NA,2,0
"155",155,1980,5,19,"9a","lXa","L",32,241.2,216.5,NA,NA,1,0
"156",156,1980,5,19,"9a","lXa","L",38,423.3,393.8,NA,NA,2,0
"157",157,1980,5,19,"9a","lXa","L",30,216.1,203.9,NA,NA,1,0
"158",158,1980,5,19,"9a","lXa","L",34,316.8,270.5,NA,NA,2,0
"159",159,1980,5,19,"9a","lXa","L",34,297,262.6,NA,NA,1,0
"160",160,1980,5,19,"9a","lXa","L",34,254.1,242,NA,NA,1,0
"161",161,1980,5,28,"9a","lXa","L",22,69.5,63.5,NA,NA,3,NA
"162",162,1980,5,28,"9a","lXa","L",21,53.9,51.9,NA,NA,2,NA
"163",163,1980,5,28,"9a","lXa","L",16,25,22.5,NA,NA,3,NA
"164",164,1980,5,28,"9a","lXa","L",22,65.6,60.8,NA,NA,3,NA
"165",165,1980,5,28,"9a","lXa","L",19,40.2,38.9,NA,NA,3,NA
"166",166,1980,5,28,"9a","lXa","L",20,53.4,47.5,NA,NA,2,NA
"167",167,1980,5,28,"9a","lXa","L",20,48.7,46.8,NA,NA,2,NA
"168",168,1980,5,28,"9a","lXa","L",22,68.7,66.9,NA,NA,3,NA
"169",169,1980,5,28,"9a","lXa","L",13,11.9,11.6,NA,NA,3,NA
"170",170,1980,5,28,"9a","lXa","L",16,22.8,21.7,NA,NA,3,NA
"171",171,1980,5,28,"9a","lXa","L",21,54.1,51.4,NA,NA,2,NA
"172",172,1980,5,28,"9a","lXa","L",17,27.4,25.8,NA,NA,2,NA
"173",173,1980,5,28,"9a","lXa","L",16,21.4,19.3,NA,NA,3,NA
"174",174,1980,5,28,"9a","lXa","L",17,26.7,25.4,NA,NA,3,NA
"175",175,1980,5,28,"9a","lXa","L",25,101.6,97.9,NA,NA,3,NA
"176",176,1980,5,28,"9a","lXa","L",15,18.9,18.4,NA,NA,3,NA
"177",177,1980,5,28,"9a","lXa","L",14,16.9,16.3,NA,NA,3,NA
"178",178,1980,5,28,"9a","lXa","L",17,29.9,28.6,NA,NA,3,NA
"179",179,1980,5,28,"9a","lXa","L",17,26.1,24.9,NA,NA,3,NA
"180",180,1980,5,28,"9a","lXa","L",15,19.2,18.4,NA,NA,3,NA
"181",181,1980,5,28,"9a","lXa","L",16,27.9,21,NA,NA,3,NA
"182",182,1980,5,28,"9a","lXa","L",17,27.5,26.6,NA,NA,3,NA
"183",183,1980,5,28,"9a","lXa","L",17,24.9,24.4,NA,NA,3,NA
"184",184,1980,5,28,"9a","lXa","L",18,37.2,35.4,NA,NA,3,NA
"185",185,1980,5,28,"9a","lXa","L",22,65.7,62.2,NA,NA,2,NA
"186",186,1980,5,28,"9a","lXa","L",17,29.7,22.3,NA,NA,3,NA
"187",187,1980,5,28,"9a","lXa","L",21,49.1,47.2,NA,NA,1,NA
"188",188,1980,5,28,"9a","lXa","L",18,31.4,30.3,NA,NA,3,NA
"189",189,1980,5,28,"9a","lXa","L",16,25.3,24.2,NA,NA,3,NA
"190",190,1980,5,28,"9a","lXa","L",16,25.2,23.9,NA,NA,3,NA
"191",191,1980,5,28,"9a","lXa","L",18,37.1,34.9,NA,NA,3,NA
"192",192,1980,5,28,"9a","lXa","L",20,47.3,43.5,NA,NA,3,NA
"193",193,1980,5,28,"9a","lXa","L",17,30,28.8,NA,NA,3,NA
"194",194,1980,5,28,"9a","lXa","L",23,74.2,70,NA,NA,1,NA
"195",195,1980,5,28,"9a","lXa","L",16,25,24.3,NA,NA,3,NA
"196",196,1980,5,28,"9a","lXa","L",17,27.3,26.3,NA,NA,3,NA
"197",197,1980,5,28,"9a","lXa","L",21,56.9,54.1,NA,NA,2,NA
"198",198,1980,5,28,"9a","lXa","L",20,46.9,45,NA,NA,3,NA
"199",199,1980,5,28,"9a","lXa","L",17,25.9,24.6,NA,NA,3,NA
"200",200,1980,5,28,"9a","lXa","L",24,87.5,77.3,NA,NA,1,NA
"201",201,1980,5,28,"9a","lXa","L",19,41,37.8,NA,NA,3,NA
"202",202,1980,5,28,"9a","lXa","L",18,33.5,30.2,NA,NA,3,NA
"203",203,1980,5,28,"9a","lXa","L",20,50.5,46.5,NA,NA,2,NA
"204",204,1980,5,28,"9a","lXa","L",19,41.7,40.3,NA,NA,3,NA
"205",205,1980,5,28,"9a","lXa","L",23,71.3,68.8,NA,NA,1,NA
"206",206,1980,5,28,"9a","lXa","L",17,26.6,25.8,NA,NA,3,NA
"207",207,1980,5,28,"9a","lXa","L",20,50,47,NA,NA,2,NA
"208",208,1980,5,28,"9a","lXa","L",18,32,30.6,NA,NA,3,NA
"209",209,1980,5,28,"9a","lXa","L",22,69.8,66,NA,NA,3,NA
"210",210,1980,5,28,"9a","lXa","L",21,52.6,48.1,NA,NA,3,NA
"211",211,1980,5,28,"9a","lXa","L",17,28.1,26.5,NA,NA,3,NA
"212",212,1980,5,28,"9a","lXa","L",23,91.6,85.3,NA,NA,3,NA
"213",213,1980,5,28,"9a","lXa","L",22,66.7,64.4,NA,NA,2,NA
"214",214,1980,5,28,"9a","lXa","L",25,97.8,91.5,NA,NA,1,NA
"215",215,1980,5,28,"9a","lXa","L",25,112.2,98.6,NA,NA,3,NA
"216",216,1980,5,28,"9a","lXa","L",24,80.3,77.8,NA,NA,2,NA
"217",217,1980,5,28,"9a","lXa","L",22,64.8,63,NA,NA,1,NA
"218",218,1980,5,28,"9a","lXa","L",21,57,54.3,NA,NA,2,NA
"219",219,1980,5,28,"9a","lXa","L",20,45.6,43.5,NA,NA,3,NA
"220",220,1980,5,28,"9a","lXa","L",17,37.5,26.9,NA,NA,3,NA
"221",221,1980,5,28,"9a","lXa","L",18,35.2,34,NA,NA,3,NA
"222",222,1980,5,28,"9a","lXa","L",19,40.4,39.2,NA,NA,3,NA
"223",223,1980,5,28,"9a","lXa","L",17,28.4,27.4,NA,NA,3,NA
"224",224,1980,5,28,"9a","lXa","L",17,27.6,26.5,NA,NA,3,NA
"225",225,1980,5,28,"9a","lXa","L",18,34.9,32.8,NA,NA,3,NA
"226",226,1980,5,28,"9a","lXa","L",17,29.6,27.9,NA,NA,3,NA
"227",227,1980,5,28,"9a","lXa","L",16,22.6,21.3,NA,NA,3,NA
"228",228,1980,5,28,"9a","lXa","L",15,19.8,19.3,NA,NA,3,NA
"229",229,1980,5,28,"9a","lXa","L",16,22,21.4,NA,NA,3,NA
"230",230,1980,5,28,"9a","lXa","L",14,16.2,15.5,NA,NA,3,NA
"231",231,1980,6,9,"9a","lXa","L",27,172.3,136.5,NA,NA,2,0
"232",232,1980,6,9,"9a","lXa","L",30,180.7,167.4,NA,NA,1,0
"233",233,1980,6,9,"9a","lXa","L",28,171.1,161.3,NA,NA,2,0
"234",234,1980,6,9,"9a","lXa","L",30,195.8,169.6,NA,NA,2,0
"235",235,1980,6,9,"9a","lXa","L",27,150.8,124,NA,NA,2,0
"236",236,1980,6,9,"9a","lXa","L",28,155.9,147.8,NA,NA,1,0
"237",237,1980,6,9,"9a","lXa","L",24,114.6,83.7,NA,NA,1,0
"238",238,1980,6,9,"9a","lXa","L",21,78.5,60.8,NA,NA,3,NA
"239",239,1980,6,9,"9a","lXa","L",22,71,67.1,NA,NA,2,0
"240",240,1980,6,9,"9a","lXa","L",24,94.3,91.1,NA,NA,1,0
"241",241,1980,6,9,"9a","lXa","L",20,71.4,55.6,NA,NA,3,NA
"242",242,1980,6,9,"9a","lXa","L",23,86.5,70.2,NA,NA,3,NA
"243",243,1980,6,9,"9a","lXa","L",20,65.1,46.9,NA,NA,3,NA
"244",244,1980,6,9,"9a","lXa","L",21,70.7,58.7,NA,NA,3,NA
"245",245,1980,6,9,"9a","lXa","L",21,74.7,59.7,NA,NA,3,NA
"246",246,1980,6,9,"9a","lXa","L",20,62,52.1,NA,NA,3,NA
"247",247,1980,6,9,"9a","lXa","L",23,72.3,64.3,NA,NA,3,NA
"248",248,1980,6,9,"9a","lXa","L",22,90.5,65.2,NA,NA,3,NA
"249",249,1980,6,9,"9a","lXa","L",21,64.5,51.3,NA,NA,3,NA
"250",250,1980,6,9,"9a","lXa","L",23,97.8,85.1,NA,NA,3,NA
"251",251,1980,6,9,"9a","lXa","L",19,56.8,41.4,NA,NA,3,NA
"252",252,1980,6,9,"9a","lXa","L",22,90,68.5,NA,NA,3,NA
"253",253,1980,6,9,"9a","lXa","L",23,81.2,75.6,NA,NA,3,NA
"254",254,1980,6,9,"9a","lXa","L",17,26.8,25.6,NA,NA,3,NA
"255",255,1980,6,9,"9a","lXa","L",19,38.2,35.6,NA,NA,3,NA
"256",256,1980,6,9,"9a","lXa","L",21,70.9,55.7,NA,NA,3,NA
"257",257,1980,6,9,"9a","lXa","L",20,65.1,53.1,NA,NA,3,NA
"258",258,1980,6,23,"9a","lXa","L",46,660,610,NA,NA,1,1
"259",259,1980,6,23,"9a","lXa","L",42,500,470,NA,NA,2,0
"260",260,1980,6,23,"9a","lXa","L",48,680,640,NA,NA,1,1
"261",261,1980,6,23,"9a","lXa","L",34,310,290,NA,NA,2,0
"262",262,1980,6,23,"9a","lXa","L",35,300,280,NA,NA,2,0
"263",263,1980,6,23,"9a","lXa","L",40,450,410,NA,NA,2,0
"264",264,1980,6,23,"9a","lXa","L",32,290,230,NA,NA,1,0
"265",265,1980,6,23,"9a","lXa","L",42,510,480,NA,NA,1,0
"266",266,1980,6,23,"9a","lXa","L",40,500,450,NA,NA,1,1
"267",267,1980,6,23,"9a","lXa","L",29,220,190,NA,NA,2,0
"268",268,1980,6,23,"9a","lXa","L",34,360,305,NA,NA,1,0
"269",269,1980,6,23,"9a","lXa","L",35,330,310,NA,NA,1,0
"270",270,1980,6,23,"9a","lXa","L",33,260,250,NA,NA,2,0
"271",271,1980,6,23,"9a","lXa","L",35,330,305,NA,NA,2,0
"272",272,1980,6,23,"9a","lXa","L",38,430,370,NA,NA,1,0
"273",273,1980,6,23,"9a","lXa","L",32,270,250,NA,NA,1,0
"274",274,1980,6,23,"9a","lXa","L",34,280,265,NA,NA,2,0
"275",275,1980,6,23,"9a","lXa","L",37,340,330,NA,NA,2,0
"276",276,1980,6,23,"9a","lXa","L",36,305,295,NA,NA,1,0
"277",277,1980,6,23,"9a","lXa","L",34,290,260,NA,NA,2,0
"278",278,1980,6,23,"9a","lXa","L",35,325,290,NA,NA,1,0
"279",279,1980,6,23,"9a","lXa","L",38,410,385,NA,NA,1,0
"280",280,1980,6,23,"9a","lXa","L",44,560,530,NA,NA,1,1
"281",281,1980,6,23,"9a","lXa","L",35,320,300,NA,NA,2,0
"282",282,1980,6,23,"9a","lXa","L",32,270,220,NA,NA,1,0
"283",283,1980,6,23,"9a","lXa","L",37,410,360,NA,NA,2,0
"284",284,1980,6,23,"9a","lXa","L",38,410,380,NA,NA,1,0
"285",285,1980,6,23,"9a","lXa","L",38,400,380,NA,NA,2,0
"286",286,1980,6,23,"9a","lXa","L",33,230,220,NA,NA,2,0
"287",287,1980,6,23,"9a","lXa","L",36,360,330,NA,NA,1,0
"288",288,1980,6,23,"9a","lXa","L",44,560,520,NA,NA,1,1
"289",289,1980,6,23,"9a","lXa","L",38,450,390,NA,NA,1,0
"290",290,1980,6,23,"9a","lXa","L",38,390,350,NA,NA,1,1
"291",291,1980,6,23,"9a","lXa","L",42,530,490,NA,NA,1,1
"292",292,1980,6,23,"9a","lXa","L",40,550,500,NA,NA,1,0
"293",293,1980,6,23,"9a","lXa","L",44,635,590,NA,NA,2,0
"294",294,1980,6,23,"9a","lXa","L",42,510,470,NA,NA,1,1
"295",295,1980,6,23,"9a","lXa","L",43,525,500,NA,NA,1,1
"296",296,1980,6,23,"9a","lXa","L",43,550,515,NA,NA,1,1
"297",297,1980,6,23,"9a","lXa","L",38,440,400,NA,NA,2,0
"298",298,1980,6,23,"9a","lXa","L",38,390,365,NA,NA,2,0
"299",299,1980,6,23,"9a","lXa","L",41,570,530,NA,NA,1,0
"300",300,1980,6,23,"9a","lXa","L",34,350,290,NA,NA,2,0
"301",301,1980,6,23,"9a","lXa","L",33,270,250,NA,NA,1,0
"302",302,1980,6,23,"9a","lXa","L",32,280,220,NA,NA,2,0
"303",303,1980,6,23,"9a","lXa","L",31,275,230,NA,NA,1,0
"304",304,1980,6,23,"9a","lXa","L",45,640,570,NA,NA,2,0
"305",305,1980,6,23,"9a","lXa","L",53,1060,960,NA,NA,2,0
"306",306,1980,6,23,"9a","lXa","L",38,370,340,NA,NA,2,0
"307",307,1980,6,23,"9a","lXa","L",46,710,655,NA,NA,1,1
"308",308,1980,6,23,"9a","lXa","L",47,660,610,NA,NA,1,1
"309",309,1980,6,23,"9a","lXa","L",35,320,290,NA,NA,1,0
"310",310,1980,6,23,"9a","lXa","L",42,525,485,NA,NA,2,0
"311",311,1980,6,23,"9a","lXa","L",37,350,335,NA,NA,1,0
"312",312,1980,6,23,"9a","lXa","L",36,380,355,NA,NA,1,0
"313",313,1980,6,23,"9a","lXa","L",46,750,690,NA,NA,1,1
"314",314,1980,6,23,"9a","lXa","L",42,510,485,NA,NA,2,0
"315",315,1980,6,23,"9a","lXa","L",41,510,470,NA,NA,1,1
"316",316,1980,6,23,"9a","lXa","L",37,340,315,NA,NA,1,0
"317",317,1980,6,23,"9a","lXa","L",33,250,240,NA,NA,1,0
"318",318,1980,6,23,"9a","lXa","L",37,350,325,NA,NA,2,0
"319",319,1980,6,23,"9a","lXa","L",33,260,250,NA,NA,2,0
"320",320,1980,6,23,"9a","lXa","L",39,430,385,NA,NA,2,0
"321",321,1980,6,23,"9a","lXa","L",36,340,320,NA,NA,1,0
"322",322,1980,6,23,"9a","lXa","L",43,580,540,NA,NA,2,0
"323",323,1980,6,23,"9a","lXa","L",33,260,250,NA,NA,2,0
"324",324,1980,6,23,"9a","lXa","L",29,180,170,NA,NA,2,0
"325",325,1980,6,23,"9a","lXa","L",34,325,280,NA,NA,1,0
"326",326,1980,6,23,"9a","lXa","L",39,460,420,NA,NA,2,0
"327",327,1980,6,23,"9a","lXa","L",32,245,240,NA,NA,1,0
"328",328,1980,6,23,"9a","lXa","L",38,410,360,NA,NA,1,1
"329",329,1980,6,23,"9a","lXa","L",37,390,365,NA,NA,2,0
"330",330,1980,6,23,"9a","lXa","L",33,270,260,NA,NA,1,0
"331",331,1980,6,23,"9a","lXa","L",34,280,265,NA,NA,1,0
"332",332,1980,6,23,"9a","lXa","L",36,360,340,NA,NA,1,0
"333",333,1980,6,23,"9a","lXa","L",37,350,330,NA,NA,2,0
"334",334,1980,6,23,"9a","lXa","L",39,410,385,NA,NA,1,0
"335",335,1980,6,23,"9a","lXa","L",13,15.7,14.9,NA,NA,3,NA
"336",336,1980,6,23,"9a","lXa","L",33,300,250,NA,NA,1,0
"337",337,1980,6,23,"9a","lXa","L",38,385,360,NA,NA,2,0
"338",338,1980,6,23,"9a","lXa","L",37,395,370,NA,NA,1,1
"339",339,1980,6,23,"9a","lXa","L",37,370,350,NA,NA,2,0
"340",340,1980,6,23,"9a","lXa","L",32,260,250,NA,NA,2,0
"341",341,1980,6,23,"9a","lXa","L",37,350,335,NA,NA,2,0
"342",342,1980,6,23,"9a","lXa","L",33,280,265,NA,NA,2,0
"343",343,1980,6,23,"9a","lXa","L",38,380,360,NA,NA,2,0
"344",344,1980,6,23,"9a","lXa","L",33,280,265,NA,NA,2,0
"345",345,1980,6,23,"9a","lXa","L",37,410,370,NA,NA,1,0
