"","ID","Year","Month","Day","Division_rec","DIVISION","LUG","Length","Wtotal","Gutted_w","P_gonada","P_Higado","Sex","Maturity"
"12830",24234,1996,9,19,"8c","VIIIc","Co",38,NA,330,NA,NA,1,1
"12831",24235,1996,9,19,"8c","VIIIc","Co",42,NA,470,NA,NA,2,1
"12832",24236,1996,9,19,"8c","VIIIc","Co",39,NA,360,NA,NA,2,1
"12833",24237,1996,9,19,"8c","VIIIc","Co",41,NA,420,NA,NA,1,1
"12834",24238,1996,9,19,"8c","VIIIc","Co",38,NA,320,NA,NA,1,1
"12835",24239,1996,9,19,"8c","VIIIc","Co",39,NA,380,NA,NA,1,1
"12836",24240,1996,9,19,"8c","VIIIc","Co",42,NA,430,NA,NA,2,1
"12837",24241,1996,9,19,"8c","VIIIc","Co",41,NA,420,NA,NA,1,1
"12838",24242,1996,9,19,"8c","VIIIc","Co",40,NA,410,NA,NA,2,1
"12839",24243,1996,9,19,"8c","VIIIc","Co",43,NA,530,NA,NA,1,1
"12840",24244,1996,9,19,"8c","VIIIc","Co",45,NA,530,NA,NA,1,1
"12841",24245,1996,9,19,"8c","VIIIc","Co",40,NA,390,NA,NA,1,1
"12842",24246,1996,9,19,"8c","VIIIc","Co",44,NA,480,NA,NA,2,1
"12843",24247,1996,9,19,"8c","VIIIc","Co",41,NA,450,NA,NA,2,1
"12844",24248,1996,9,19,"8c","VIIIc","Co",39,NA,380,NA,NA,2,1
"12845",24249,1996,9,19,"8c","VIIIc","Co",39,NA,330,NA,NA,1,1
"12846",24250,1996,9,19,"8c","VIIIc","Co",41,NA,380,NA,NA,2,1
"12847",24251,1996,9,19,"8c","VIIIc","Co",43,NA,480,NA,NA,2,1
"12848",24252,1996,9,19,"8c","VIIIc","Co",36,NA,320,NA,NA,1,1
"12849",24253,1996,9,19,"8c","VIIIc","Co",38,NA,360,NA,NA,2,1
"12850",24254,1996,9,19,"8c","VIIIc","Co",43,NA,470,NA,NA,1,1
"12851",24255,1996,9,19,"8c","VIIIc","Co",44,NA,530,NA,NA,2,1
"12852",24256,1996,9,19,"8c","VIIIc","Co",39,NA,370,NA,NA,2,1
"12853",24257,1996,9,19,"8c","VIIIc","Co",41,NA,440,NA,NA,2,1
"12854",24258,1996,9,19,"8c","VIIIc","Co",38,NA,350,NA,NA,1,1
"12855",24259,1996,9,19,"8c","VIIIc","Co",42,NA,410,NA,NA,1,1
"12856",24260,1996,9,19,"8c","VIIIc","Co",42,NA,420,NA,NA,1,1
"12857",24261,1996,9,19,"8c","VIIIc","Co",41,NA,450,NA,NA,1,1
"12858",24262,1996,9,19,"8c","VIIIc","Co",39,NA,330,NA,NA,1,1
"12859",24263,1996,9,19,"8c","VIIIc","Co",35,NA,290,NA,NA,2,1
"12860",24264,1996,9,19,"8c","VIIIc","Co",36,NA,280,NA,NA,1,1
"12861",24265,1996,9,19,"8c","VIIIc","Co",33,NA,230,NA,NA,1,1
"12862",24266,1996,9,19,"8c","VIIIc","Co",35,NA,290,NA,NA,1,1
"12863",24267,1996,9,19,"8c","VIIIc","Co",35,NA,280,NA,NA,1,1
"12864",24268,1996,9,19,"8c","VIIIc","Co",35,NA,260,NA,NA,1,1
"12865",24269,1996,9,19,"8c","VIIIc","Co",36,NA,280,NA,NA,2,1
"12866",24270,1996,9,19,"8c","VIIIc","Co",37,NA,350,NA,NA,1,1
"12867",24271,1996,9,19,"8c","VIIIc","Co",39,NA,350,NA,NA,1,1
"12868",24272,1996,9,19,"8c","VIIIc","Co",35,NA,270,NA,NA,1,1
"12869",24273,1996,9,19,"8c","VIIIc","Co",37,NA,290,NA,NA,1,1
"12870",24274,1996,9,19,"8c","VIIIc","Co",35,NA,280,NA,NA,1,1
"12871",24275,1996,9,19,"8c","VIIIc","Co",35,NA,270,NA,NA,1,1
"12872",24276,1996,9,19,"8c","VIIIc","Co",38,NA,340,NA,NA,1,1
"12873",24277,1996,9,19,"8c","VIIIc","Co",35,NA,260,NA,NA,1,1
"12874",24278,1996,9,19,"8c","VIIIc","Co",38,NA,340,NA,NA,1,1
"12875",24279,1996,9,19,"8c","VIIIc","Co",37,NA,320,NA,NA,1,1
"12876",24280,1996,9,19,"8c","VIIIc","Co",34,NA,250,NA,NA,1,1
"12877",24281,1996,9,19,"8c","VIIIc","Co",36,NA,280,NA,NA,1,1
"12878",24282,1996,9,19,"8c","VIIIc","Co",40,NA,350,NA,NA,2,1
"12879",24283,1996,9,19,"8c","VIIIc","Co",37,NA,310,NA,NA,2,1
"12880",24284,1996,9,19,"8c","VIIIc","Co",35,NA,290,NA,NA,1,1
"12881",24285,1996,9,19,"8c","VIIIc","Co",35,NA,300,NA,NA,1,1
"12882",24286,1996,9,19,"8c","VIIIc","Co",36,NA,280,NA,NA,2,1
"12883",24287,1996,9,19,"8c","VIIIc","Co",33,NA,220,NA,NA,1,1
"12884",24288,1996,9,19,"8c","VIIIc","Co",35,NA,270,NA,NA,1,1
"12885",24289,1996,9,19,"8c","VIIIc","Co",36,NA,290,NA,NA,1,1
"12886",24290,1996,9,19,"8c","VIIIc","Co",39,NA,300,NA,NA,2,1
"12887",24291,1996,9,19,"8c","VIIIc","Co",35,NA,280,NA,NA,1,1
"12888",24292,1996,9,19,"8c","VIIIc","Co",34,NA,290,NA,NA,1,1
"12889",24293,1996,9,19,"8c","VIIIc","Co",30,NA,200,NA,NA,1,0
"12890",24294,1996,9,19,"8c","VIIIc","Co",34,NA,280,NA,NA,2,1
"12891",24295,1996,9,19,"8c","VIIIc","Co",29,NA,170,NA,NA,1,0
"12892",24296,1996,9,19,"8c","VIIIc","Co",34,NA,280,NA,NA,2,0
"12893",24297,1996,9,19,"8c","VIIIc","Co",37,NA,280,NA,NA,2,0
"12894",24298,1996,9,19,"8c","VIIIc","Co",36,NA,290,NA,NA,2,1
"12895",24299,1996,9,19,"8c","VIIIc","Co",37,NA,300,NA,NA,2,1
"12896",24300,1996,9,19,"8c","VIIIc","Co",35,NA,320,NA,NA,1,1
"12897",24301,1996,9,19,"8c","VIIIc","Co",36,NA,330,NA,NA,1,1
"12898",24302,1996,9,19,"8c","VIIIc","Co",36,NA,330,NA,NA,2,0
"12899",24303,1996,9,19,"8c","VIIIc","Co",36,NA,250,NA,NA,1,1
"12900",24304,1996,9,19,"8c","VIIIc","Co",35,NA,260,NA,NA,1,1
"12901",24305,1996,9,19,"8c","VIIIc","Co",38,NA,380,NA,NA,2,1
"12902",24306,1996,9,19,"8c","VIIIc","Co",34,NA,230,NA,NA,1,1
"12903",24307,1996,9,19,"8c","VIIIc","Co",38,NA,330,NA,NA,2,1
"12904",24308,1996,9,19,"8c","VIIIc","Co",36,NA,280,NA,NA,2,1
"12905",24309,1996,9,19,"8c","VIIIc","Co",31,NA,200,NA,NA,1,1
"12906",24310,1996,9,19,"8c","VIIIc","Co",39,NA,380,NA,NA,2,1
"12907",24311,1996,9,19,"8c","VIIIc","Co",34,NA,230,NA,NA,1,1
"12908",24312,1996,9,19,"8c","VIIIc","Co",34,NA,230,NA,NA,1,1
"12909",24313,1996,9,19,"8c","VIIIc","Co",35,NA,310,NA,NA,1,1
"12910",24314,1996,9,19,"8c","VIIIc","Co",36,NA,310,NA,NA,1,1
"12911",24315,1996,9,19,"8c","VIIIc","Co",36,NA,310,NA,NA,2,1
"12912",24316,1996,9,19,"8c","VIIIc","Co",35,NA,250,NA,NA,1,1
"12913",24317,1996,9,19,"8c","VIIIc","Co",37,NA,280,NA,NA,1,1
"12914",24318,1996,9,19,"8c","VIIIc","Co",36,NA,330,NA,NA,1,1
"12915",24319,1996,9,19,"8c","VIIIc","Co",29,NA,170,NA,NA,1,0
"12916",24320,1996,9,19,"8c","VIIIc","Co",38,NA,310,NA,NA,2,1
"12917",24321,1996,9,19,"8c","VIIIc","Co",36,NA,310,NA,NA,2,1
"12918",24322,1996,9,19,"8c","VIIIc","Co",37,NA,280,NA,NA,1,1
"12919",24323,1996,9,19,"8c","VIIIc","Co",35,NA,290,NA,NA,1,1
"12920",24324,1996,9,19,"8c","VIIIc","Co",36,NA,290,NA,NA,1,1
"12921",24802,1996,9,27,"8c","VIIIc","Co",55,NA,1170,NA,NA,3,NA
"12922",24803,1996,9,27,"8c","VIIIc","Co",56,NA,1220,NA,NA,3,NA
"12923",24804,1996,9,27,"8c","VIIIc","Co",59,NA,1230,NA,NA,3,NA
"12924",24805,1996,9,27,"8c","VIIIc","Co",57,NA,1180,NA,NA,3,NA
"12925",24806,1996,9,27,"8c","VIIIc","Co",54,NA,1080,NA,NA,3,NA
"12926",24807,1996,9,27,"8c","VIIIc","Co",54,NA,1130,NA,NA,3,NA
"12927",24808,1996,9,27,"8c","VIIIc","Co",54,NA,1080,NA,NA,3,NA
"12928",24809,1996,9,27,"8c","VIIIc","Co",63,NA,1380,NA,NA,3,NA
"12929",24810,1996,9,27,"8c","VIIIc","Co",58,NA,1310,NA,NA,3,NA
"12930",24811,1996,9,27,"8c","VIIIc","Co",64,NA,1610,NA,NA,3,NA
"12931",24812,1996,9,27,"8c","VIIIc","Co",65,NA,1820,NA,NA,3,NA
"12932",24813,1996,9,27,"8c","VIIIc","Co",56,NA,1200,NA,NA,3,NA
"12933",24814,1996,9,27,"8c","VIIIc","Co",55,NA,1130,NA,NA,3,NA
"12934",24815,1996,9,27,"8c","VIIIc","Co",54,NA,970,NA,NA,3,NA
"12935",24816,1996,9,27,"8c","VIIIc","Co",57,NA,1310,NA,NA,3,NA
"12936",24817,1996,9,27,"8c","VIIIc","Co",56,NA,1040,NA,NA,3,NA
"12937",24818,1996,9,27,"8c","VIIIc","Co",58,NA,1110,NA,NA,3,NA
"12938",24819,1996,9,27,"8c","VIIIc","Co",55,NA,1180,NA,NA,3,NA
"12939",24820,1996,9,27,"8c","VIIIc","Co",56,NA,1110,NA,NA,3,NA
"12940",24821,1996,9,27,"8c","VIIIc","Co",54,NA,1000,NA,NA,3,NA
"12941",24822,1996,9,27,"8c","VIIIc","Co",57,NA,1070,NA,NA,3,NA
"12942",24823,1996,9,27,"8c","VIIIc","Co",54,NA,1010,NA,NA,3,NA
"12943",24824,1996,9,27,"8c","VIIIc","Co",58,NA,1200,NA,NA,3,NA
"12944",24825,1996,9,27,"8c","VIIIc","Co",60,NA,1350,NA,NA,3,NA
"12945",24826,1996,9,27,"8c","VIIIc","Co",55,NA,1050,NA,NA,3,NA
"12946",24827,1996,9,27,"8c","VIIIc","Co",58,NA,1270,NA,NA,3,NA
"12947",24828,1996,9,27,"8c","VIIIc","Co",56,NA,1160,NA,NA,3,NA
"12948",24829,1996,9,27,"8c","VIIIc","Co",55,NA,1230,NA,NA,3,NA
"12949",24830,1996,9,27,"8c","VIIIc","Co",59,NA,1180,NA,NA,3,NA
"12950",24831,1996,9,27,"8c","VIIIc","Co",55,NA,1030,NA,NA,3,NA
"12951",25131,1996,10,4,"8c","VIIIc","Co",46,NA,600,NA,NA,2,1
"12952",25132,1996,10,4,"8c","VIIIc","Co",47,NA,730,NA,NA,3,NA
"12953",25133,1996,10,4,"8c","VIIIc","Co",40,NA,430,NA,NA,3,NA
"12954",25134,1996,10,4,"8c","VIIIc","Co",50,NA,750,NA,NA,1,0
"12955",25135,1996,10,4,"8c","VIIIc","Co",47,NA,700,NA,NA,1,1
"12956",25136,1996,10,4,"8c","VIIIc","Co",50,NA,810,NA,NA,3,NA
"12957",25137,1996,10,4,"8c","VIIIc","Co",45,NA,670,NA,NA,1,1
"12958",25138,1996,10,4,"8c","VIIIc","Co",47,NA,710,NA,NA,1,1
"12959",25139,1996,10,4,"8c","VIIIc","Co",46,NA,630,NA,NA,1,1
"12960",25140,1996,10,4,"8c","VIIIc","Co",48,NA,720,NA,NA,1,1
"12961",25141,1996,10,4,"8c","VIIIc","Co",46,NA,660,NA,NA,2,1
"12962",25142,1996,10,4,"8c","VIIIc","Co",53,NA,850,NA,NA,3,NA
"12963",25143,1996,10,4,"8c","VIIIc","Co",47,NA,670,NA,NA,2,1
"12964",25144,1996,10,4,"8c","VIIIc","Co",46,NA,730,NA,NA,1,1
"12965",25145,1996,10,4,"8c","VIIIc","Co",47,NA,710,NA,NA,3,NA
"12966",25146,1996,10,4,"8c","VIIIc","Co",48,NA,720,NA,NA,3,NA
"12967",25147,1996,10,4,"8c","VIIIc","Co",47,NA,730,NA,NA,3,NA
"12968",25148,1996,10,4,"8c","VIIIc","Co",46,NA,660,NA,NA,1,1
"12969",25149,1996,10,4,"8c","VIIIc","Co",47,NA,570,NA,NA,3,NA
"12970",25150,1996,10,4,"8c","VIIIc","Co",51,NA,850,NA,NA,3,NA
"12971",25151,1996,10,4,"8c","VIIIc","Co",47,NA,640,NA,NA,1,1
"12972",25152,1996,10,4,"8c","VIIIc","Co",50,NA,740,NA,NA,3,NA
"12973",25153,1996,10,4,"8c","VIIIc","Co",52,NA,910,NA,NA,3,NA
"12974",25154,1996,10,4,"8c","VIIIc","Co",49,NA,720,NA,NA,3,NA
"12975",25155,1996,10,4,"8c","VIIIc","Co",50,NA,790,NA,NA,3,NA
"12976",25156,1996,10,4,"8c","VIIIc","Co",49,NA,760,NA,NA,3,NA
"12977",25157,1996,10,4,"8c","VIIIc","Co",49,NA,730,NA,NA,2,1
"12978",25158,1996,10,4,"8c","VIIIc","Co",51,NA,900,NA,NA,3,NA
"12979",25159,1996,10,4,"8c","VIIIc","Co",54,NA,1080,NA,NA,3,NA
"12980",25160,1996,10,4,"8c","VIIIc","Co",55,NA,930,NA,NA,3,NA
"12981",25161,1996,10,4,"8c","VIIIc","Co",54,NA,950,NA,NA,2,1
"12982",25162,1996,10,4,"8c","VIIIc","Co",53,NA,970,NA,NA,3,NA
"12983",25163,1996,10,4,"8c","VIIIc","Co",53,NA,1080,NA,NA,3,NA
"12984",25164,1996,10,4,"8c","VIIIc","Co",52,NA,920,NA,NA,3,NA
"12985",25165,1996,10,4,"8c","VIIIc","Co",50,NA,780,NA,NA,1,1
"12986",25166,1996,10,4,"8c","VIIIc","Co",50,NA,830,NA,NA,3,NA
"12987",25167,1996,10,4,"8c","VIIIc","Co",52,NA,870,NA,NA,3,NA
"12988",25168,1996,10,4,"8c","VIIIc","Co",52,NA,950,NA,NA,1,1
"12989",25169,1996,10,4,"8c","VIIIc","Co",53,NA,990,NA,NA,3,NA
"12990",26384,1996,11,28,"9a","lXa","V",61,1916.2,1578.6,NA,NA,2,1
"12991",26385,1996,11,28,"9a","lXa","V",40,465.3,439.9,NA,NA,2,0
"12992",26386,1996,11,28,"9a","lXa","V",36,328.8,313.3,NA,NA,1,0
"12993",26387,1996,11,28,"9a","lXa","V",43,562.2,527.8,NA,NA,1,1
"12994",26388,1996,11,28,"9a","lXa","V",38,452.4,408.3,NA,NA,1,1
"12995",26389,1996,11,28,"9a","lXa","V",38,387.6,372.3,NA,NA,1,0
"12996",26390,1996,11,28,"9a","lXa","V",37,347.4,307.3,NA,NA,1,1
"12997",26391,1996,11,28,"9a","lXa","V",30,167.7,161.7,NA,NA,2,0
"12998",26392,1996,11,28,"9a","lXa","V",37,371,343.4,NA,NA,1,0
"12999",26393,1996,11,28,"9a","lXa","V",30,192.5,184.7,NA,NA,2,0
"13000",26394,1996,11,28,"9a","lXa","V",32,218.2,207.7,NA,NA,1,0
"13001",26395,1996,11,28,"9a","lXa","V",31,217,203.1,NA,NA,2,0
"13002",26396,1996,11,28,"9a","lXa","V",40,401.6,388.8,NA,NA,1,1
"13003",26397,1996,11,28,"9a","lXa","V",40,438.9,413,NA,NA,1,1
"13004",26398,1996,11,28,"9a","lXa","V",36,297.6,282.5,NA,NA,1,0
"13005",26399,1996,11,28,"9a","lXa","V",31,239.1,225.6,NA,NA,2,0
"13006",26400,1996,11,28,"9a","lXa","V",37,357.3,339,NA,NA,1,1
"13007",26401,1996,11,28,"9a","lXa","V",35,292.4,280.1,NA,NA,1,0
"13008",26402,1996,11,28,"9a","lXa","V",32,235.8,220.3,NA,NA,2,0
"13009",26403,1996,11,28,"9a","lXa","V",37,380.3,342.7,NA,NA,1,1
"13010",26404,1996,11,28,"9a","lXa","V",32,207.2,199.5,NA,NA,2,0
"13011",26405,1996,11,28,"9a","lXa","V",35,304.8,286.5,NA,NA,1,0
"13012",26406,1996,11,28,"9a","lXa","V",38,376.5,353.9,NA,NA,1,1
"13013",26407,1996,11,28,"9a","lXa","V",38,405.2,381.8,NA,NA,2,0
"13014",26408,1996,11,28,"9a","lXa","V",34,315.3,292.3,NA,NA,2,0
"13015",26409,1996,11,28,"9a","lXa","V",35,269.5,254.5,NA,NA,1,1
"13016",26410,1996,11,28,"9a","lXa","V",34,304.6,253.3,NA,NA,1,1
"13017",26411,1996,11,28,"9a","lXa","V",32,231.1,217.3,NA,NA,1,0
"13018",26412,1996,11,28,"9a","lXa","V",34,273.7,254.7,NA,NA,2,0
"13019",26413,1996,11,28,"9a","lXa","V",33,268,238.7,NA,NA,1,1
"13020",26414,1996,11,28,"9a","lXa","V",35,300.2,280.2,NA,NA,1,1
"13021",26415,1996,11,28,"9a","lXa","V",33,253,240.6,NA,NA,1,0
"13022",26416,1996,11,28,"9a","lXa","V",38,372.8,348,NA,NA,1,1
"13023",26417,1996,11,28,"9a","lXa","V",37,340.3,321.6,NA,NA,1,1
"13024",26418,1996,11,28,"9a","lXa","V",38,377.8,351.1,NA,NA,1,0
"13025",26419,1996,11,28,"9a","lXa","V",34,334.8,298,NA,NA,1,0
"13026",26420,1996,11,28,"9a","lXa","V",33,278.3,237.9,NA,NA,1,0
"13027",26421,1996,11,28,"9a","lXa","V",32,247.3,236.6,NA,NA,2,0
"13028",26422,1996,11,28,"9a","lXa","V",30,193.8,183.3,NA,NA,1,0
"13029",26423,1996,11,28,"9a","lXa","V",39,496.7,463.3,NA,NA,1,1
"13030",26424,1996,11,28,"9a","lXa","V",31,220.9,209,NA,NA,2,0
"13031",26514,1996,12,11,"8c","VIIIc","Co",41.5,NA,380,NA,NA,3,NA
"13032",26515,1996,12,11,"8c","VIIIc","Co",41,NA,410,NA,NA,3,NA
"13033",26516,1996,12,11,"8c","VIIIc","Co",43,NA,500,NA,NA,3,NA
"13034",26517,1996,12,11,"8c","VIIIc","Co",38,NA,350,NA,NA,3,NA
"13035",26518,1996,12,11,"8c","VIIIc","Co",39,NA,370,NA,NA,3,NA
"13036",26519,1996,12,11,"8c","VIIIc","Co",38,NA,350,NA,NA,3,NA
"13037",26520,1996,12,11,"8c","VIIIc","Co",42,NA,460,NA,NA,1,1
"13038",26521,1996,12,11,"8c","VIIIc","Co",41,NA,430,NA,NA,1,NA
"13039",26522,1996,12,11,"8c","VIIIc","Co",41,NA,460,NA,NA,3,NA
"13040",26523,1996,12,11,"8c","VIIIc","Co",37,NA,320,NA,NA,3,NA
"13041",26524,1996,12,11,"8c","VIIIc","Co",41,NA,460,NA,NA,3,NA
"13042",26525,1996,12,11,"8c","VIIIc","Co",44,NA,500,NA,NA,3,NA
"13043",26526,1996,12,11,"8c","VIIIc","Co",39,NA,400,NA,NA,1,1
"13044",26527,1996,12,11,"8c","VIIIc","Co",42,NA,410,NA,NA,3,NA
"13045",26528,1996,12,11,"8c","VIIIc","Co",41,NA,440,NA,NA,3,NA
"13046",26529,1996,12,11,"8c","VIIIc","Co",41,NA,440,NA,NA,3,NA
"13047",26530,1996,12,11,"8c","VIIIc","Co",40,NA,410,NA,NA,3,NA
"13048",26531,1996,12,11,"8c","VIIIc","Co",40,NA,430,NA,NA,3,NA
"13049",26532,1996,12,11,"8c","VIIIc","Co",39,NA,370,NA,NA,3,NA
"13050",26533,1996,12,11,"8c","VIIIc","Co",39,NA,380,NA,NA,3,NA
"13051",26534,1996,12,11,"8c","VIIIc","Co",40,NA,390,NA,NA,1,1
"13052",26535,1996,12,11,"8c","VIIIc","Co",39,NA,340,NA,NA,3,NA
"13053",26536,1996,12,11,"8c","VIIIc","Co",39,NA,390,NA,NA,3,NA
"13054",26537,1996,12,11,"8c","VIIIc","Co",39,NA,380,NA,NA,3,NA
"13055",26538,1996,12,11,"8c","VIIIc","Co",42,NA,450,NA,NA,3,NA
"13056",26539,1996,12,11,"8c","VIIIc","Co",43,NA,430,NA,NA,3,NA
"13057",26540,1996,12,11,"8c","VIIIc","Co",42,NA,500,NA,NA,3,NA
"13058",26541,1996,12,11,"8c","VIIIc","Co",40,NA,380,NA,NA,3,NA
"13059",26542,1996,12,11,"8c","VIIIc","Co",40,NA,370,NA,NA,3,NA
"13060",26543,1996,12,11,"8c","VIIIc","Co",39,NA,350,NA,NA,3,NA
"13061",26544,1996,12,11,"8c","VIIIc","Co",40,NA,380,NA,NA,3,NA
"13062",26545,1996,12,11,"8c","VIIIc","Co",43,NA,490,NA,NA,3,NA
"13063",26546,1996,12,11,"8c","VIIIc","Co",42,NA,480,NA,NA,3,NA
"13064",26547,1996,12,11,"8c","VIIIc","Co",40,NA,390,NA,NA,3,NA
"13065",26548,1996,12,11,"8c","VIIIc","Co",37,NA,310,NA,NA,3,NA
"13066",26549,1996,12,11,"8c","VIIIc","Co",40,NA,400,NA,NA,3,NA
"13067",26550,1996,12,11,"8c","VIIIc","Co",39,NA,360,NA,NA,3,NA
"13068",26551,1996,12,11,"8c","VIIIc","Co",42,NA,440,NA,NA,1,1
"13069",26552,1996,12,11,"8c","VIIIc","Co",38,NA,340,NA,NA,3,NA
"13070",26553,1996,12,11,"8c","VIIIc","Co",37,NA,320,NA,NA,1,1
"13071",26554,1996,12,11,"8c","VIIIc","Co",41,NA,470,NA,NA,3,NA
"13072",26555,1996,12,11,"8c","VIIIc","Co",39,NA,400,NA,NA,3,NA
"13073",26556,1996,12,11,"8c","VIIIc","Co",39,NA,360,NA,NA,3,NA
"13074",26557,1996,12,11,"8c","VIIIc","Co",39,NA,370,NA,NA,3,NA
"13075",26558,1996,12,11,"8c","VIIIc","Co",42,NA,460,NA,NA,3,NA
"13076",26559,1996,12,11,"8c","VIIIc","Co",39,NA,370,NA,NA,3,NA
"13077",26560,1996,12,11,"8c","VIIIc","Co",39,NA,380,NA,NA,3,NA
"13078",26561,1996,12,11,"8c","VIIIc","Co",40,NA,420,NA,NA,3,NA
"13079",26562,1996,12,11,"8c","VIIIc","Co",40,NA,420,NA,NA,3,NA
"13080",26563,1996,12,11,"8c","VIIIc","Co",40,NA,370,NA,NA,3,NA
"13081",26564,1996,12,11,"8c","VIIIc","Co",28,NA,140,NA,NA,3,NA
"13082",26565,1996,12,11,"8c","VIIIc","Co",35,NA,290,NA,NA,3,NA
"13083",26566,1996,12,11,"8c","VIIIc","Co",31,NA,190,NA,NA,3,NA
"13084",26567,1996,12,11,"8c","VIIIc","Co",36,NA,280,NA,NA,3,NA
"13085",26568,1996,12,11,"8c","VIIIc","Co",29,NA,140,NA,NA,3,NA
"13086",26569,1996,12,11,"8c","VIIIc","Co",31,NA,190,NA,NA,3,NA
"13087",26570,1996,12,11,"8c","VIIIc","Co",32,NA,210,NA,NA,3,NA
"13088",26571,1996,12,11,"8c","VIIIc","Co",36,NA,280,NA,NA,3,NA
"13089",26572,1996,12,11,"8c","VIIIc","Co",31,NA,190,NA,NA,3,NA
"13090",26573,1996,12,11,"8c","VIIIc","Co",37,NA,330,NA,NA,3,NA
"13091",26574,1996,12,11,"8c","VIIIc","Co",38,NA,350,NA,NA,3,NA
"13092",26575,1996,12,11,"8c","VIIIc","Co",28,NA,150,NA,NA,3,NA
"13093",26576,1996,12,11,"8c","VIIIc","Co",32,NA,200,NA,NA,3,NA
"13094",26577,1996,12,11,"8c","VIIIc","Co",37,NA,280,NA,NA,3,NA
"13095",26578,1996,12,11,"8c","VIIIc","Co",31,NA,180,NA,NA,3,NA
"13096",26579,1996,12,11,"8c","VIIIc","Co",36,NA,300,NA,NA,3,NA
"13097",26580,1996,12,11,"8c","VIIIc","Co",37,NA,310,NA,NA,3,NA
"13098",26581,1996,12,11,"8c","VIIIc","Co",38,NA,340,NA,NA,3,NA
"13099",26582,1996,12,11,"8c","VIIIc","Co",36,NA,290,NA,NA,3,NA
"13100",26583,1996,12,11,"8c","VIIIc","Co",33,NA,220,NA,NA,3,NA
"13101",26584,1996,12,11,"8c","VIIIc","Co",34,NA,280,NA,NA,3,NA
"13102",26585,1996,12,11,"8c","VIIIc","Co",38,NA,360,NA,NA,3,NA
"13103",26586,1996,12,11,"8c","VIIIc","Co",36,NA,290,NA,NA,3,NA
"13104",26587,1996,12,11,"8c","VIIIc","Co",38,NA,310,NA,NA,3,NA
"13105",26588,1996,12,11,"8c","VIIIc","Co",36,NA,300,NA,NA,3,NA
"13106",26589,1996,12,11,"8c","VIIIc","Co",37,NA,320,NA,NA,3,NA
"13107",26590,1996,12,11,"8c","VIIIc","Co",36,NA,310,NA,NA,3,NA
"13108",26591,1996,12,11,"8c","VIIIc","Co",33,NA,250,NA,NA,3,NA
"13109",26592,1996,12,11,"8c","VIIIc","Co",37,NA,320,NA,NA,3,NA
"13110",26593,1996,12,11,"8c","VIIIc","Co",38,NA,320,NA,NA,3,NA
"13111",26594,1996,12,11,"8c","VIIIc","Co",37,NA,300,NA,NA,3,NA
"13112",26595,1996,12,11,"8c","VIIIc","Co",37,NA,330,NA,NA,3,NA
"13113",26596,1996,12,11,"8c","VIIIc","Co",39,NA,350,NA,NA,3,NA
"13114",26597,1996,12,11,"8c","VIIIc","Co",36,NA,310,NA,NA,3,NA
"13115",26598,1996,12,11,"8c","VIIIc","Co",40,NA,410,NA,NA,3,NA
"13116",26599,1996,12,11,"8c","VIIIc","Co",38,NA,330,NA,NA,3,NA
"13117",26600,1996,12,11,"8c","VIIIc","Co",29,NA,140,NA,NA,3,NA
"13118",26601,1996,12,11,"8c","VIIIc","Co",39,NA,310,NA,NA,3,NA
"13119",26602,1996,12,11,"8c","VIIIc","Co",39,NA,330,NA,NA,3,NA
"13120",26603,1996,12,11,"8c","VIIIc","Co",38,NA,380,NA,NA,3,NA
"13121",26604,1996,12,11,"8c","VIIIc","Co",32,NA,210,NA,NA,3,NA
"13122",26605,1996,12,11,"8c","VIIIc","Co",36,NA,300,NA,NA,3,NA
"13123",26606,1996,12,11,"8c","VIIIc","Co",39,NA,310,NA,NA,3,NA
"13124",26607,1996,12,11,"8c","VIIIc","Co",32,NA,210,NA,NA,3,NA
"13125",26608,1996,12,11,"8c","VIIIc","Co",37,NA,300,NA,NA,3,NA
"13126",26609,1996,12,11,"8c","VIIIc","Co",33,NA,260,NA,NA,3,NA
"13127",26610,1996,12,11,"8c","VIIIc","Co",35,NA,280,NA,NA,3,NA
"13128",26611,1996,12,11,"8c","VIIIc","Co",38,NA,360,NA,NA,3,NA
"13129",26612,1996,12,11,"8c","VIIIc","Co",38,NA,310,NA,NA,3,NA
"13130",26613,1996,12,11,"8c","VIIIc","Co",39,NA,330,NA,NA,3,NA
"13131",26614,1996,12,11,"8c","VIIIc","Co",37,NA,320,NA,NA,3,NA
"13132",26615,1996,12,11,"8c","VIIIc","Co",32,NA,200,NA,NA,3,NA
"13133",26616,1996,12,11,"8c","VIIIc","Co",28,NA,140,NA,NA,3,NA
"13134",26617,1996,12,11,"8c","VIIIc","Co",32,NA,200,NA,NA,3,NA
"13135",26618,1996,12,11,"8c","VIIIc","Co",29,NA,150,NA,NA,3,NA
"13136",26619,1996,12,11,"8c","VIIIc","Co",38,NA,330,NA,NA,3,NA
"13137",26620,1996,12,11,"8c","VIIIc","Co",31,NA,180,NA,NA,3,NA
"13138",26621,1996,12,11,"8c","VIIIc","Co",28,NA,150,NA,NA,3,NA
"13139",26622,1996,12,11,"8c","VIIIc","Co",31,NA,190,NA,NA,3,NA
"13140",26623,1996,12,11,"8c","VIIIc","Co",37,NA,300,NA,NA,3,NA
"13141",26624,1996,12,11,"8c","VIIIc","Co",35,NA,260,NA,NA,3,NA
